"Estadillo";"Especie";"Cla";"Subclase";"CatDes";"Tipo";"Densidad";"NumPies";"Hm"
"2041";"024";"N";"N";"2";"1";"1";;
"2041";"045";"N";"N";"2";"6";"3";;
"2041";"045";"N";"N";"3";"6";"2";;
"2041";"045";"N";"N";"4";"6";;17;20
"2041";"237";"N";"N";"2";"6";"2";;
"2041";"237";"N";"N";"3";"1";"1";;
"2041";"237";"N";"N";"4";"1";;1;18
"2043";"215";"N";"N";"1";"6";"1";;
"2043";"215";"N";"N";"2";"1";"1";;
"2044";"024";"N";"N";"1";"1";"1";;
"2044";"024";"N";"N";"2";"1";"1";;
"2044";"024";"N";"N";"3";"1";"1";;
"2044";"045";"N";"N";"1";"3";"3";;
"2044";"045";"N";"N";"2";"3";"3";;
"2044";"045";"N";"N";"3";"3";"1";;
"2044";"237";"N";"N";"2";"1";"1";;
"2045";"002";"N";"N";"1";"6";"2";;
"2045";"002";"N";"N";"2";"6";"3";;
"2045";"002";"N";"N";"3";"6";"2";;
"2045";"004";"N";"N";"1";"6";"1";;
"2045";"004";"N";"N";"2";"6";"1";;
"2045";"024";"N";"N";"2";"1";"1";;
"2045";"039";"N";"N";"1";"1";"1";;
"2045";"039";"N";"N";"2";"1";"1";;
"2045";"045";"N";"N";"1";"6";"3";;
"2045";"045";"N";"N";"2";"6";"3";;
"2045";"045";"N";"N";"3";"6";"2";;
"2045";"237";"N";"N";"1";"1";"1";;
"2045";"237";"N";"N";"2";"1";"2";;
"2045";"237";"N";"N";"3";"1";"2";;
"2046";"039";"N";"N";"1";"1";"3";;
"2046";"039";"N";"N";"2";"1";"3";;
"2046";"039";"N";"N";"3";"1";"2";;
"2047";"039";"N";"N";"2";"1";"3";;
"2047";"039";"N";"N";"3";"1";"3";;
"2047";"039";"N";"N";"4";"1";;3;17
"2047";"237";"N";"N";"1";"1";"1";;
"2047";"237";"N";"N";"2";"1";"1";;
"2048";"004";"N";"N";"2";"6";"2";;
"2048";"045";"N";"N";"1";"6";"3";;
"2048";"045";"N";"N";"2";"6";"3";;
"2048";"045";"N";"N";"3";"6";"3";;
"2048";"045";"N";"N";"4";"6";;20;30
"2048";"237";"N";"N";"1";"1";"2";;
"2048";"237";"N";"N";"2";"1";"3";;
"2048";"237";"N";"N";"3";"1";"2";;
"2049";"039";"N";"N";"1";"1";"2";;
"2049";"039";"N";"N";"2";"1";"2";;
"2049";"039";"N";"N";"3";"1";"3";;
"2049";"045";"N";"N";"1";"6";"2";;
"2049";"045";"N";"N";"2";"6";"2";;
"2049";"045";"N";"N";"3";"6";"1";;
"2049";"237";"N";"N";"1";"1";"1";;
"2049";"237";"N";"N";"2";"1";"3";;
"2049";"237";"N";"N";"3";"1";"2";;
"2050";"039";"N";"N";"1";"1";"3";;
"2050";"039";"N";"N";"2";"1";"3";;
"2050";"039";"N";"N";"3";"1";"1";;
"2051";"004";"N";"N";"1";"6";"1";;
"2051";"004";"N";"N";"2";"6";"1";;
"2051";"039";"N";"N";"1";"1";"1";;
"2051";"039";"N";"N";"2";"1";"1";;
"2051";"039";"N";"N";"3";"1";"1";;
"2053";"039";"N";"N";"1";"1";"2";;
"2053";"039";"N";"N";"2";"1";"2";;
"2054";"024";"N";"N";"4";"2";;1;37
"2054";"045";"N";"N";"1";"2";"1";;
"2054";"045";"N";"N";"2";"3";"1";;
"2055";"045";"N";"N";"1";"6";"3";;
"2055";"045";"N";"N";"2";"6";"3";;
"2055";"045";"N";"N";"3";"6";"3";;
"2055";"045";"N";"N";"4";"6";;16;33
"2055";"237";"N";"N";"1";"6";"2";;
"2055";"237";"N";"N";"2";"6";"1";;
"2055";"237";"N";"N";"3";"6";"1";;
"2056";"024";"N";"N";"1";"1";"1";;
"2056";"039";"N";"N";"2";"1";"1";;
"2056";"045";"N";"N";"1";"1";"1";;
"2056";"237";"N";"N";"1";"6";"2";;
"2056";"237";"N";"N";"2";"6";"3";;
"2056";"237";"N";"N";"3";"6";"2";;
"2058";"004";"N";"N";"2";"3";"1";;
"2058";"045";"N";"N";"1";"6";"3";;
"2058";"045";"N";"N";"2";"6";"3";;
"2058";"045";"N";"N";"3";"6";"2";;
"2058";"045";"N";"N";"4";"6";;2;24
"2058";"237";"N";"N";"1";"1";"2";;
"2058";"237";"N";"N";"2";"1";"3";;
"2058";"237";"N";"N";"3";"1";"1";;
"2059";"045";"N";"N";"1";"6";"1";;
"2059";"045";"N";"N";"2";"1";"1";;
"2059";"237";"N";"N";"1";"1";"1";;
"2059";"237";"N";"N";"2";"1";"1";;
"2061";"039";"N";"N";"2";"1";"1";;
"2061";"039";"N";"N";"3";"1";"1";;
"2061";"045";"N";"N";"1";"6";"1";;
"2061";"045";"N";"N";"2";"6";"1";;
"2061";"237";"N";"N";"1";"1";"1";;
"2061";"237";"N";"N";"2";"1";"1";;
"2061";"237";"N";"N";"3";"1";"1";;
"2062";"045";"N";"N";"1";"3";"1";;
"2062";"045";"N";"N";"2";"3";"1";;
"2063";"024";"N";"N";"4";"1";;1;35
"2063";"045";"N";"N";"1";"6";"3";;
"2063";"045";"N";"N";"2";"6";"3";;
"2063";"045";"N";"N";"3";"6";"2";;
"2063";"045";"N";"N";"4";"6";;12;30
"2064";"025";"N";"N";"1";"1";"2";;
"2064";"025";"N";"N";"2";"1";"3";;
"2064";"025";"N";"N";"3";"1";"1";;
"2064";"025";"N";"N";"4";"1";;10;35
"2064";"215";"N";"N";"1";"1";"1";;
"2064";"237";"N";"N";"1";"6";"2";;
"2064";"237";"N";"N";"2";"6";"2";;
"2064";"237";"N";"N";"3";"6";"2";;
"2064";"237";"N";"N";"4";"6";;1;35
"2065";"024";"N";"N";"3";"2";"1";;
"2065";"024";"N";"N";"4";"2";;1;20
"2066";"237";"N";"N";"1";"6";"2";;
"2066";"237";"N";"N";"2";"6";"3";;
"2066";"237";"N";"N";"3";"6";"1";;
"2068";"039";"N";"N";"1";"1";"2";;
"2068";"039";"N";"N";"2";"1";"2";;
"2068";"237";"N";"N";"1";"6";"1";;
"2068";"237";"N";"N";"2";"1";"1";;
"2068";"237";"N";"N";"3";"1";"1";;
"2069";"039";"N";"N";"1";"1";"2";;
"2069";"039";"N";"N";"2";"1";"2";;
"2072";"024";"N";"N";"2";"2";"1";;
"2072";"024";"N";"N";"3";"2";"1";;
"2073";"024";"N";"N";"1";"1";"1";;
"2073";"045";"N";"N";"1";"1";"1";;
"2074";"258";"N";"N";"2";"3";"2";;
"2077";"024";"N";"N";"2";"1";"1";;
"2077";"024";"N";"N";"3";"1";"1";;
"2077";"024";"N";"N";"4";"1";;2;38
"2077";"237";"N";"N";"3";"1";"2";;
"2079";"024";"N";"N";"2";"1";"1";;
"2079";"024";"N";"N";"3";"1";"1";;
"2083";"258";"N";"N";"4";"2";;6;57
"2086";"024";"N";"N";"1";"2";"1";;
"2087";"024";"N";"N";"4";"1";;3;23
"2087";"095";"N";"N";"2";"3";"2";;
"2089";"045";"N";"N";"1";"6";"3";;
"2089";"045";"N";"N";"2";"6";"2";;
"2089";"045";"N";"N";"3";"3";"3";;
"2089";"045";"N";"N";"4";"6";;10;40
"2092";"045";"N";"N";"1";"3";"2";;
"2092";"045";"N";"N";"2";"6";"3";;
"2092";"045";"N";"N";"3";"3";"3";;
"2092";"045";"N";"N";"4";"6";;13;30
"2094";"045";"N";"N";"1";"3";"1";;
"2094";"045";"N";"N";"3";"3";"1";;
"2094";"045";"N";"N";"4";"1";;1;19
"2095";"045";"N";"N";"4";"1";;3;32
"2096";"045";"N";"N";"1";"3";"1";;
"2096";"045";"N";"N";"2";"6";"1";;
"2097";"045";"N";"N";"2";"6";"3";;
"2097";"045";"N";"N";"3";"3";"2";;
"2097";"045";"N";"N";"4";"3";;4;24
"2098";"045";"N";"N";"1";"1";"1";;
"2099";"024";"N";"N";"4";"2";;6;30
"2099";"237";"N";"N";"2";"1";"1";;
"2100";"045";"N";"N";"1";"6";"2";;
"2100";"045";"N";"N";"2";"6";"2";;
"2100";"045";"N";"N";"3";"6";"1";;
"2101";"045";"N";"N";"1";"6";"3";;
"2101";"045";"N";"N";"2";"6";"3";;
"2101";"045";"N";"N";"3";"6";"1";;
"2101";"237";"N";"N";"1";"1";"1";;
"2101";"237";"N";"N";"2";"1";"1";;
"2102";"045";"N";"N";"1";"6";"3";;
"2102";"045";"N";"N";"2";"6";"3";;
"2102";"045";"N";"N";"3";"6";"3";;
"2102";"045";"N";"N";"4";"6";;24;25
"2102";"215";"N";"N";"2";"6";"2";;
"2102";"215";"N";"N";"3";"6";"2";;
"2103";"004";"N";"N";"1";"6";"2";;
"2103";"045";"N";"N";"1";"6";"3";;
"2103";"045";"N";"N";"2";"6";"3";;
"2103";"045";"N";"N";"3";"6";"1";;
"2103";"095";"N";"N";"2";"6";"2";;
"2104";"045";"N";"N";"1";"6";"1";;
"2104";"045";"N";"N";"2";"6";"3";;
"2104";"045";"N";"N";"3";"6";"2";;
"2104";"045";"N";"N";"4";"6";;1;20
"2105";"045";"N";"N";"1";"6";"3";;
"2105";"045";"N";"N";"2";"6";"3";;
"2105";"045";"N";"N";"3";"6";"3";;
"2105";"045";"N";"N";"4";"6";;4;25
"2106";"045";"N";"N";"1";"6";"3";;
"2106";"045";"N";"N";"2";"6";"3";;
"2106";"045";"N";"N";"3";"6";"1";;
"2106";"095";"N";"N";"1";"6";"1";;
"2106";"095";"N";"N";"3";"6";"1";;
"2106";"095";"N";"N";"4";"3";;1;30
"2107";"024";"N";"N";"3";"1";"1";;
"2107";"024";"N";"N";"4";"1";;3;25
"2107";"237";"N";"N";"2";"6";"3";;
"2107";"237";"N";"N";"3";"6";"2";;
"2108";"045";"N";"N";"1";"6";"3";;
"2108";"045";"N";"N";"2";"6";"3";;
"2108";"045";"N";"N";"3";"6";"2";;
"2108";"066";"N";"N";"3";"6";"1";;
"2108";"095";"N";"N";"1";"3";"2";;
"2108";"095";"N";"N";"2";"3";"3";;
"2108";"095";"N";"N";"3";"3";"2";;
"2108";"095";"N";"N";"4";"3";;4;40
"2108";"215";"N";"N";"1";"6";"2";;
"2108";"215";"N";"N";"2";"6";"2";;
"2108";"215";"N";"N";"3";"6";"2";;
"2110";"058";"N";"N";"3";"6";"2";;
"2110";"058";"N";"N";"4";"6";;3;50
"2111";"056";"N";"N";"2";"6";"3";;
"2111";"056";"N";"N";"3";"6";"2";;
"2111";"056";"N";"N";"4";"6";;1;30
"2112";"045";"N";"N";"1";"6";"3";;
"2112";"045";"N";"N";"2";"6";"2";;
"2112";"045";"N";"N";"3";"6";"1";;
"2113";"024";"N";"N";"1";"1";"1";;
"2113";"024";"N";"N";"3";"1";"1";;
"2113";"045";"N";"N";"1";"6";"3";;
"2113";"045";"N";"N";"3";"6";"3";;
"2113";"045";"N";"N";"4";"6";;3;30
"2114";"045";"N";"N";"1";"6";"3";;
"2114";"045";"N";"N";"2";"6";"3";;
"2115";"045";"N";"N";"1";"6";"3";;
"2115";"045";"N";"N";"2";"6";"2";;
"2115";"045";"N";"N";"3";"6";"1";;
"2115";"215";"N";"N";"1";"6";"2";;
"2115";"215";"N";"N";"2";"6";"1";;
"2116";"024";"N";"N";"2";"2";"1";;
"2116";"024";"N";"N";"3";"2";"2";;
"2117";"024";"N";"N";"2";"1";"1";;
"2120";"024";"N";"N";"2";"2";"1";;
"2120";"024";"N";"N";"3";"2";"2";;
"2121";"024";"N";"N";"1";"1";"1";;
"2121";"045";"N";"N";"1";"3";"1";;
"2121";"045";"N";"N";"2";"3";"2";;
"2121";"045";"N";"N";"3";"3";"2";;
"2121";"045";"N";"N";"4";"3";;6;25
"2122";"045";"N";"N";"1";"1";"2";;
"2122";"045";"N";"N";"2";"1";"3";;
"2122";"045";"N";"N";"3";"1";"2";;
"2122";"045";"N";"N";"4";"1";;11;20
"2125";"053";"N";"N";"3";"1";"2";;
"2126";"258";"N";"N";"2";"3";"1";;
"2126";"258";"N";"N";"4";"2";;1;80
"2127";"053";"N";"N";"1";"6";"2";;
"2127";"053";"N";"N";"2";"6";"2";;
"2127";"053";"N";"N";"3";"6";"3";;
"2128";"053";"N";"N";"1";"3";"3";;
"2128";"053";"N";"N";"2";"3";"2";;
"2128";"053";"N";"N";"3";"3";"3";;
"2130";"024";"N";"N";"2";"2";"1";;
"2130";"024";"N";"N";"3";"2";"1";;
"2130";"024";"N";"N";"4";"2";;1;24
"2131";"024";"N";"N";"2";"2";"1";;
"2131";"024";"N";"N";"3";"2";"2";;
"2131";"024";"N";"N";"4";"2";;3;22
"2132";"024";"N";"N";"2";"2";"1";;
"2132";"024";"N";"N";"3";"2";"2";;
"2132";"024";"N";"N";"4";"2";;2;26
"2135";"024";"N";"N";"3";"2";"1";;
"2135";"024";"N";"N";"4";"2";;6;30
"2136";"024";"N";"N";"3";"2";"1";;
"2136";"024";"N";"N";"4";"2";;2;40
"2137";"024";"N";"N";"2";"1";"2";;
"2137";"024";"N";"N";"3";"1";"2";;
"2138";"024";"N";"N";"4";"2";;1;35
"2139";"024";"N";"N";"2";"2";"1";;
"2139";"024";"N";"N";"3";"2";"2";;
"2139";"024";"N";"N";"4";"2";;2;25
"2140";"024";"N";"N";"2";"2";"1";;
"2140";"024";"N";"N";"3";"2";"1";;
"2140";"024";"N";"N";"4";"2";;5;30
"2142";"055";"N";"N";"2";"3";"1";;
"2142";"055";"N";"N";"3";"3";"2";;
"2142";"055";"N";"N";"4";"3";;7;47
"2143";"024";"N";"N";"1";"2";"1";;
"2143";"024";"N";"N";"3";"2";"1";;
"2143";"024";"N";"N";"4";"2";;7;38
"2144";"053";"N";"N";"3";"6";"2";;
"2144";"053";"N";"N";"4";"1";;8;50
"2145";"024";"N";"N";"1";"2";"2";;
"2147";"004";"N";"N";"1";"3";"2";;
"2147";"004";"N";"N";"2";"3";"2";;
"2147";"004";"N";"N";"3";"3";"2";;
"2147";"045";"N";"N";"1";"6";"3";;
"2147";"045";"N";"N";"2";"6";"2";;
"2147";"045";"N";"N";"3";"3";"1";;
"2147";"045";"N";"N";"4";"6";;9;25
"2148";"053";"N";"N";"2";"6";"1";;
"2149";"258";"N";"N";"2";"3";"1";;
"2150";"024";"N";"N";"2";"1";"1";;
"2150";"045";"N";"N";"1";"1";"1";;
"2150";"237";"N";"N";"2";"1";"1";;
"2150";"237";"N";"N";"3";"1";"1";;
"2151";"045";"N";"N";"1";"3";"2";;
"2151";"045";"N";"N";"2";"3";"3";;
"2151";"045";"N";"N";"3";"3";"3";;
"2151";"045";"N";"N";"4";"3";;15;22
"2151";"237";"N";"N";"2";"1";"1";;
"2151";"237";"N";"N";"3";"1";"1";;
"2152";"024";"N";"N";"4";"2";;1;25
"2152";"045";"N";"N";"1";"6";"2";;
"2152";"045";"N";"N";"2";"2";"1";;
"2153";"045";"N";"N";"1";"6";"2";;
"2153";"045";"N";"N";"2";"6";"2";;
"2153";"045";"N";"N";"3";"6";"1";;
"2153";"045";"N";"N";"4";"6";;3;21
"2154";"045";"N";"N";"1";"6";"3";;
"2154";"045";"N";"N";"2";"6";"2";;
"2154";"045";"N";"N";"3";"6";"1";;
"2155";"024";"N";"N";"1";"1";"1";;
"2155";"024";"N";"N";"2";"1";"2";;
"2155";"024";"N";"N";"4";"1";;1;30
"2155";"045";"N";"N";"1";"6";"2";;
"2155";"045";"N";"N";"2";"6";"2";;
"2155";"045";"N";"N";"3";"6";"2";;
"2156";"045";"N";"N";"1";"6";"3";;
"2156";"045";"N";"N";"2";"6";"2";;
"2156";"045";"N";"N";"3";"6";"3";;
"2156";"045";"N";"N";"4";"6";;11;23
"2158";"045";"N";"N";"1";"6";"3";;
"2158";"045";"N";"N";"2";"6";"2";;
"2158";"045";"N";"N";"3";"6";"3";;
"2158";"045";"N";"N";"4";"6";;11;25
"2158";"095";"N";"N";"2";"1";"1";;
"2159";"004";"N";"N";"1";"6";"2";;
"2159";"045";"N";"N";"1";"6";"3";;
"2159";"045";"N";"N";"2";"6";"3";;
"2159";"045";"N";"N";"3";"6";"2";;
"2159";"045";"N";"N";"4";"6";;2;20
"2159";"093";"N";"N";"1";"6";"1";;
"2159";"093";"N";"N";"2";"6";"2";;
"2159";"215";"N";"N";"1";"6";"2";;
"2159";"215";"N";"N";"2";"6";"1";;
"2160";"004";"N";"N";"1";"6";"1";;
"2160";"004";"N";"N";"2";"6";"3";;
"2160";"004";"N";"N";"3";"6";"1";;
"2160";"045";"N";"N";"1";"6";"3";;
"2160";"045";"N";"N";"2";"6";"2";;
"2160";"066";"N";"N";"2";"6";"2";;
"2160";"093";"N";"N";"2";"6";"1";;
"2160";"095";"N";"N";"1";"1";"1";;
"2160";"095";"N";"N";"4";"1";;1;30
"2161";"004";"N";"N";"1";"6";"2";;
"2161";"004";"N";"N";"2";"6";"3";;
"2161";"004";"N";"N";"3";"6";"1";;
"2161";"004";"N";"N";"4";"6";;2;25
"2161";"045";"N";"N";"1";"6";"1";;
"2161";"093";"N";"N";"1";"6";"2";;
"2161";"093";"N";"N";"2";"6";"3";;
"2161";"093";"N";"N";"3";"6";"3";;
"2161";"093";"N";"N";"4";"6";;2;30
"2161";"215";"N";"N";"3";"6";"1";;
"2161";"215";"N";"N";"4";"1";;1;25
"2162";"057";"N";"N";"3";"1";"1";;
"2163";"045";"N";"N";"1";"1";"1";;
"2164";"066";"N";"N";"2";"3";"2";;
"2164";"066";"N";"N";"3";"3";"2";;
"2164";"066";"N";"N";"4";"3";;1;35
"2165";"004";"N";"N";"1";"6";"2";;
"2165";"004";"N";"N";"2";"6";"3";;
"2165";"045";"N";"N";"1";"6";"3";;
"2165";"045";"N";"N";"2";"6";"3";;
"2165";"045";"N";"N";"3";"6";"2";;
"2165";"045";"N";"N";"4";"6";;10;25
"2165";"066";"N";"N";"2";"6";"1";;
"2165";"215";"N";"N";"1";"6";"1";;
"2165";"215";"N";"N";"2";"6";"1";;
"2166";"045";"N";"N";"1";"6";"1";;
"2166";"045";"N";"N";"2";"6";"3";;
"2166";"045";"N";"N";"3";"6";"3";;
"2167";"045";"N";"N";"1";"6";"1";;
"2169";"045";"N";"N";"1";"6";"3";;
"2169";"045";"N";"N";"2";"6";"3";;
"2169";"045";"N";"N";"3";"6";"3";;
"2169";"045";"N";"N";"4";"6";;37;30
"2170";"045";"N";"N";"1";"3";"2";;
"2170";"045";"N";"N";"2";"3";"1";;
"2171";"045";"N";"N";"1";"6";"3";;
"2171";"045";"N";"N";"2";"6";"3";;
"2171";"045";"N";"N";"3";"6";"3";;
"2171";"045";"N";"N";"4";"6";;7;15
"2171";"295";"N";"N";"1";"6";"3";;
"2171";"295";"N";"N";"2";"6";"2";;
"2172";"045";"N";"N";"1";"6";"3";;
"2172";"045";"N";"N";"2";"6";"3";;
"2172";"045";"N";"N";"3";"6";"3";;
"2172";"045";"N";"N";"4";"6";;23;25
"2172";"295";"N";"N";"1";"6";"3";;
"2173";"045";"N";"N";"1";"6";"3";;
"2173";"045";"N";"N";"2";"6";"3";;
"2173";"045";"N";"N";"3";"6";"3";;
"2174";"004";"N";"N";"1";"1";"1";;
"2174";"004";"N";"N";"3";"1";"1";;
"2174";"045";"N";"N";"1";"6";"2";;
"2174";"045";"N";"N";"3";"6";"1";;
"2174";"045";"N";"N";"4";"6";;10;30
"2174";"093";"N";"N";"1";"6";"3";;
"2174";"093";"N";"N";"2";"6";"2";;
"2174";"093";"N";"N";"3";"6";"2";;
"2174";"093";"N";"N";"4";"6";;7;30
"2174";"215";"N";"N";"1";"1";"1";;
"2175";"045";"N";"N";"2";"6";"3";;
"2175";"045";"N";"N";"3";"6";"2";;
"2175";"045";"N";"N";"4";"6";;5;25
"2175";"295";"N";"N";"1";"6";"3";;
"2176";"045";"N";"N";"1";"6";"3";;
"2176";"045";"N";"N";"2";"6";"3";;
"2176";"045";"N";"N";"3";"6";"2";;
"2176";"045";"N";"N";"4";"6";;11;30
"2178";"004";"N";"N";"1";"6";"2";;
"2178";"045";"N";"N";"1";"6";"3";;
"2178";"045";"N";"N";"2";"6";"3";;
"2178";"045";"N";"N";"3";"6";"1";;
"2178";"045";"N";"N";"4";"6";;6;30
"2178";"215";"N";"N";"1";"6";"3";;
"2178";"215";"N";"N";"2";"6";"2";;
"2179";"045";"N";"N";"1";"6";"3";;
"2179";"045";"N";"N";"2";"6";"3";;
"2179";"045";"N";"N";"3";"6";"2";;
"2179";"045";"N";"N";"4";"1";;1;25
"2179";"093";"N";"N";"1";"6";"2";;
"2179";"093";"N";"N";"4";"6";;3;25
"2179";"215";"N";"N";"2";"6";"2";;
"2179";"215";"N";"N";"3";"6";"1";;
"2181";"024";"N";"N";"3";"1";"1";;
"2181";"237";"N";"N";"2";"1";"3";;
"2181";"237";"N";"N";"3";"1";"3";;
"2181";"237";"N";"N";"4";"1";;1;25
"2182";"045";"N";"N";"1";"6";"1";;
"2184";"045";"N";"N";"1";"6";"2";;
"2184";"045";"N";"N";"2";"6";"2";;
"2184";"045";"N";"N";"4";"6";;8;25
"2185";"045";"N";"N";"1";"6";"3";;
"2185";"045";"N";"N";"2";"6";"2";;
"2185";"045";"N";"N";"4";"6";;5;25
"2186";"024";"N";"N";"2";"1";"1";;
"2187";"045";"N";"N";"1";"6";"3";;
"2187";"045";"N";"N";"2";"6";"3";;
"2188";"215";"N";"N";"2";"3";"1";;
"2188";"215";"N";"N";"3";"3";"1";;
"2189";"045";"N";"N";"1";"3";"3";;
"2189";"045";"N";"N";"2";"3";"3";;
"2189";"045";"N";"N";"3";"3";"1";;
"2189";"237";"N";"N";"2";"1";"2";;
"2190";"045";"N";"N";"1";"6";"3";;
"2190";"045";"N";"N";"2";"6";"3";;
"2190";"045";"N";"N";"3";"6";"3";;
"2190";"045";"N";"N";"4";"6";;14;35
"2190";"093";"N";"N";"1";"6";"1";;
"2190";"093";"N";"N";"2";"6";"1";;
"2190";"215";"N";"N";"2";"6";"1";;
"2190";"237";"N";"N";"2";"6";"1";;
"2193";"024";"N";"N";"1";"6";"1";;
"2193";"237";"N";"N";"2";"6";"3";;
"2193";"237";"N";"N";"3";"6";"3";;
"2194";"045";"N";"N";"1";"6";"3";;
"2194";"045";"N";"N";"2";"6";"3";;
"2194";"045";"N";"N";"3";"6";"2";;
"2194";"045";"N";"N";"4";"6";;6;30
"2195";"024";"N";"N";"1";"1";"1";;
"2195";"024";"N";"N";"2";"1";"1";;
"2195";"237";"N";"N";"2";"1";"3";;
"2196";"024";"N";"N";"4";"1";;6;30
"2196";"237";"N";"N";"2";"1";"2";;
"2196";"237";"N";"N";"3";"1";"1";;
"2197";"026";"N";"N";"2";"2";"1";;
"2198";"258";"N";"N";"1";"1";"1";;
"2198";"258";"N";"N";"2";"1";"1";;
"2200";"258";"N";"N";"1";"3";"1";;
"2200";"258";"N";"N";"2";"3";"2";;
"2200";"258";"N";"N";"3";"3";"2";;
"2201";"237";"N";"N";"1";"6";"3";;
"2201";"237";"N";"N";"2";"6";"3";;
"2201";"237";"N";"N";"3";"6";"2";;
"2203";"045";"N";"N";"1";"6";"1";;
"2203";"045";"N";"N";"2";"6";"2";;
"2203";"045";"N";"N";"3";"6";"1";;
"2203";"045";"N";"N";"4";"6";;3;20
"2204";"024";"N";"N";"1";"1";"1";;
"2204";"024";"N";"N";"2";"1";"1";;
"2204";"024";"N";"N";"3";"1";"1";;
"2204";"024";"N";"N";"4";"1";;2;27
"2204";"045";"N";"N";"1";"6";"1";;
"2204";"045";"N";"N";"2";"6";"1";;
"2204";"045";"N";"N";"3";"6";"1";;
"2204";"237";"N";"N";"1";"1";"1";;
"2204";"237";"N";"N";"2";"1";"1";;
"2204";"237";"N";"N";"3";"1";"2";;
"2206";"237";"N";"N";"2";"1";"1";;
"2207";"045";"N";"N";"1";"6";"3";;
"2207";"045";"N";"N";"2";"6";"3";;
"2207";"045";"N";"N";"3";"3";"1";;
"2208";"258";"N";"N";"1";"3";"1";;
"2208";"258";"N";"N";"2";"3";"2";;
"2208";"258";"N";"N";"3";"3";"2";;
"2209";"024";"N";"N";"4";"2";;2;45
"2213";"045";"N";"N";"1";"3";"1";;
"2213";"045";"N";"N";"2";"3";"3";;
"2213";"045";"N";"N";"3";"3";"2";;
"2213";"215";"N";"N";"1";"3";"1";;
"2213";"215";"N";"N";"2";"3";"2";;
"2213";"215";"N";"N";"3";"3";"2";;
"2213";"215";"N";"N";"4";"3";;6;30
"2215";"023";"N";"N";"2";"2";"2";;
"2215";"023";"N";"N";"3";"2";"2";;
"2215";"023";"N";"N";"4";"2";;2;25
"2217";"024";"N";"N";"3";"2";"2";;
"2217";"236";"N";"N";"3";"2";"1";;
"2219";"045";"N";"N";"1";"6";"3";;
"2219";"045";"N";"N";"2";"6";"3";;
"2219";"045";"N";"N";"3";"3";"3";;
"2219";"045";"N";"N";"4";"3";;3;18
"2220";"021";"N";"N";"4";"1";;3;18
"2222";"045";"N";"N";"1";"1";"1";;
"2222";"045";"N";"N";"2";"1";"1";;
"2222";"045";"N";"N";"3";"6";"2";;
"2222";"045";"N";"N";"4";"6";;17;20
"2224";"045";"N";"N";"1";"6";"2";;
"2224";"045";"N";"N";"2";"6";"2";;
"2224";"045";"N";"N";"3";"6";"2";;
"2224";"045";"N";"N";"4";"6";;8;40
"2230";"045";"N";"N";"1";"6";"3";;
"2230";"045";"N";"N";"2";"6";"2";;
"2230";"045";"N";"N";"4";"6";;8;25
"2230";"237";"N";"N";"1";"1";"1";;
"2231";"045";"N";"N";"1";"1";"2";;
"2231";"045";"N";"N";"2";"6";"2";;
"2232";"025";"N";"N";"4";"2";;12;60
"2232";"215";"N";"N";"1";"6";"1";;
"2232";"215";"N";"N";"2";"6";"3";;
"2232";"215";"N";"N";"3";"1";"1";;
"2233";"237";"N";"N";"1";"1";"1";;
"2234";"045";"N";"N";"1";"3";"2";;
"2234";"045";"N";"N";"2";"3";"2";;
"2234";"045";"N";"N";"3";"3";"1";;
"2236";"024";"N";"N";"1";"1";"2";;
"2236";"024";"N";"N";"2";"1";"1";;
"2236";"045";"N";"N";"1";"6";"1";;
"2236";"237";"N";"N";"1";"1";"1";;
"2236";"237";"N";"N";"2";"1";"2";;
"2236";"237";"N";"N";"3";"1";"2";;
"2236";"237";"N";"N";"4";"1";;3;25
"2237";"024";"N";"N";"1";"1";"1";;
"2237";"045";"N";"N";"1";"6";"2";;
"2237";"045";"N";"N";"2";"6";"2";;
"2237";"045";"N";"N";"3";"3";"2";;
"2237";"045";"N";"N";"4";"6";;13;20
"2237";"237";"N";"N";"1";"6";"2";;
"2237";"237";"N";"N";"2";"6";"2";;
"2238";"045";"N";"N";"1";"6";"3";;
"2238";"045";"N";"N";"2";"6";"2";;
"2238";"045";"N";"N";"3";"6";"2";;
"2238";"045";"N";"N";"4";"3";;2;30
"2238";"237";"N";"N";"2";"6";"2";;
"2238";"237";"N";"N";"3";"1";"1";;
"2239";"045";"N";"N";"1";"3";"3";;
"2239";"045";"N";"N";"2";"3";"3";;
"2239";"045";"N";"N";"3";"3";"3";;
"2239";"045";"N";"N";"4";"3";;4;30
"2239";"237";"N";"N";"1";"1";"2";;
"2239";"237";"N";"N";"2";"1";"3";;
"2239";"237";"N";"N";"3";"1";"2";;
"2241";"024";"N";"N";"1";"1";"1";;
"2241";"024";"N";"N";"3";"1";"1";;
"2241";"045";"N";"N";"1";"6";"3";;
"2241";"045";"N";"N";"2";"3";"2";;
"2241";"045";"N";"N";"3";"3";"3";;
"2241";"045";"N";"N";"4";"3";;16;26
"2241";"237";"N";"N";"2";"1";"2";;
"2241";"237";"N";"N";"3";"1";"2";;
"2242";"024";"N";"N";"2";"2";"1";;
"2242";"024";"N";"N";"3";"2";"1";;
"2245";"024";"N";"N";"3";"2";"1";;
"2245";"024";"N";"N";"4";"2";;3;26
"2246";"025";"N";"N";"1";"1";"1";;
"2246";"025";"N";"N";"3";"1";"1";;
